日期,股票代码,股票名称,5年均值回归的市盈率,10年均值回归的市盈率,最新市盈率,预估每股净利润增长率(%),PEG,5年均值PE回归的收益率(%),10年均值PE回归的收益率(%),最新市净率,5年均值回归的市净率,10年均值回归的市净率,报告信息
2025/11/28,688008,澜起科技,78.2,82.3,65.7,29.77%,2.2,41.63%,45.30%,11.07,8.02,9.37,"太平洋  2025-11-09  68.72  49.71  39.08  0.32606342872080907  https://pdf.dfcfw.com/pdf/H3_AP202511091778040576_1.pdf
中银证券  2025-11-07  68.5  54.8  44.1  0.24630974555260954  https://pdf.dfcfw.com/pdf/H3_AP202511071776760447_1.pdf
群益证券  2025-11-06  66.23  50.03  39.49  0.29504187249166214  https://pdf.dfcfw.com/pdf/H3_AP202511061776269590_1.pdf
中国银河  2025-11-05  70.3  51.53  40.48  0.3178239939579881  https://pdf.dfcfw.com/pdf/H3_AP202511051775439531_1.pdf
国信证券  2025-11-03  76.6  62.0  51.5  0.2195813383193017  https://pdf.dfcfw.com/pdf/H3_AP202511031774262094_1.pdf
华安证券  2025-11-02  72.13  45.76  39.44  0.35235126922529036  https://pdf.dfcfw.com/pdf/H3_AP202511021773804236_1.pdf
国元证券  2025-11-01  77.74  54.76  44.17  0.3266567422813693  https://pdf.dfcfw.com/pdf/H3_AP202511011773273776_1.pdf"
2025/11/28,600519,贵州茅台,35.4,33.2,20.2,6.28%,3.2,40.75%,36.25%,7.07,10.87,9.92,"东莞证券  2025-11-06  19.61  18.51  17.33  0.06374985887753404  https://pdf.dfcfw.com/pdf/H3_AP202511061776269653_1.pdf
中邮证券  2025-11-05  19.83  18.75  17.5  0.06449183047257678  https://pdf.dfcfw.com/pdf/H3_AP202511051775482877_1.pdf
山西证券  2025-11-05  19.8  18.4  17.0  0.07921540127675208  https://pdf.dfcfw.com/pdf/H3_AP202511051775448346_1.pdf
东兴证券  2025-11-05  19.94  18.97  17.95  0.05397509920742616  https://pdf.dfcfw.com/pdf/H3_AP202511051775664554_1.pdf
华鑫证券  2025-11-05  19.7  18.5  17.4  0.0640413093700718  https://pdf.dfcfw.com/pdf/H3_AP202511051775482920_1.pdf
西南证券  2025-11-04  19.77  18.24  16.87  0.08254458846306645  https://pdf.dfcfw.com/pdf/H3_AP202511041774862334_1.pdf
开源证券  2025-11-03  19.6  18.4  17.4  0.06133726101046477  https://pdf.dfcfw.com/pdf/H3_AP202511031774433107_1.pdf
华安证券  2025-11-02  19.82  18.89  17.69  0.05849280092495146  https://pdf.dfcfw.com/pdf/H3_AP202511021773747364_1.pdf
太平洋  2025-11-02  19.64  18.61  17.72  0.05278304719895921  https://pdf.dfcfw.com/pdf/H3_AP202511021773734683_1.pdf
民生证券  2025-10-31  20.0  19.0  18.0  0.05409255338945984  https://pdf.dfcfw.com/pdf/H3_AP202510311772448641_1.pdf
万联证券  2025-10-31  19.38  17.76  16.28  0.0910626427559924  https://pdf.dfcfw.com/pdf/H3_AP202510311772357609_1.pdf
东吴证券  2025-10-31  19.88  19.23  18.49  0.03690682835385828  https://pdf.dfcfw.com/pdf/H3_AP202510311772173861_1.pdf
国信证券  2025-10-30  19.9  18.9  17.9  0.05438695153886419  https://pdf.dfcfw.com/pdf/H3_AP202510301771950370_1.pdf
东莞证券  2025-10-30  19.78  18.66  17.47  0.064061405323395  https://pdf.dfcfw.com/pdf/H3_AP202510301771942998_1.pdf
信达证券  2025-10-30  19.81  18.88  17.96  0.05024124919681028  https://pdf.dfcfw.com/pdf/H3_AP202510301771915534_1.pdf
群益证券  2025-10-30  20.0  18.0  17.0  0.08465228909328082  https://pdf.dfcfw.com/pdf/H3_AP202510301771840990_1.pdf
国金证券  2025-10-30  19.8  18.8  17.9  0.051734401546630115  https://pdf.dfcfw.com/pdf/H3_AP202510301771723396_1.pdf"
2025/11/28,2241,歌尔股份,46.7,42.3,36.6,24.35%,1.5,40.46%,33.67%,2.98,3.52,3.81,"华安证券  2025-10-27  34.63  28.34  22.82  0.2318800606334015  https://pdf.dfcfw.com/pdf/H3_AP202510271770006020_1.pdf
群益证券  2025-10-27  34.42  27.38  21.45  0.2667525427888451  https://pdf.dfcfw.com/pdf/H3_AP202510271769954144_1.pdf
华安证券  2025-09-30  36.39  29.78  23.98  0.2318744235904271  https://pdf.dfcfw.com/pdf/H3_AP202509301753323389_1.pdf"
2025/11/28,600436,片仔癀,69.9,63.4,42.9,9.66%,4.4,40.06%,33.41%,7.16,15.7,13.42,西南证券  2025-10-23  36.21  34.46  30.11  0.09662687432623152  https://pdf.dfcfw.com/pdf/H3_AP202510231767432731_1.pdf
2025/11/28,2001,新和成,17.2,21,10.4,8.74%,1.2,39.72%,54.43%,2.33,2.84,2.97,"华安证券  2025-11-17  11.83  10.53  9.61  0.1095086143174091  https://pdf.dfcfw.com/pdf/H3_AP202511171783092020_1.pdf
东吴证券  2025-11-01  11.25  10.36  9.72  0.07582870727983804  https://pdf.dfcfw.com/pdf/H3_AP202511011772815933_1.pdf
开源证券  2025-10-30  10.7  9.6  8.9  0.0964703329371186  https://pdf.dfcfw.com/pdf/H3_AP202510301771744704_1.pdf
国信证券  2025-10-29  10.6  9.9  9.3  0.0676071123014117  https://pdf.dfcfw.com/pdf/H3_AP202510291771122732_1.pdf"
2025/11/28,300760,迈瑞医疗,41.6,45.7,28.8,16.10%,1.8,39.72%,46.35%,6.29,12.55,13.51,"海通国际  2025-11-12  26.96  22.96  19.86  0.1651191001882013  https://pdf.dfcfw.com/pdf/H3_AP202511121779738186_1.pdf
西南证券  2025-11-07  26.08  23.23  20.51  0.12764127342905995  https://pdf.dfcfw.com/pdf/H3_AP202511071776760372_1.pdf
国信证券  2025-11-06  25.3  22.4  19.0  0.15394061691597516  https://pdf.dfcfw.com/pdf/H3_AP202511061776343734_1.pdf
太平洋  2025-11-06  25.94  22.84  19.6  0.15042139573075652  https://pdf.dfcfw.com/pdf/H3_AP202511061776058439_1.pdf
中国银河  2025-11-03  25.53  21.82  18.95  0.16070218034222172  https://pdf.dfcfw.com/pdf/H3_AP202511031774236076_1.pdf
浦银国际证券  2025-10-31  30.2  24.2  19.9  0.23190419258093797  https://pdf.dfcfw.com/pdf/H3_AP202510311772414412_1.pdf
招银国际  2025-10-31  28.3  25.3  22.0  0.13417971960515862  https://pdf.dfcfw.com/pdf/H3_AP202510311772388705_1.pdf
国金证券  2025-10-30  26.76  22.95  19.74  0.16431228641801754  https://pdf.dfcfw.com/pdf/H3_AP202510301771723398_1.pdf"
2025/11/28,601872,招商轮船,19.8,28.1,14.1,17.51%,0.8,39.27%,65.79%,1.74,1.52,1.58,"华源证券  2025-11-03  13.43  9.13  8.54  0.2540333056246653  https://pdf.dfcfw.com/pdf/H3_AP202511031774427294_1.pdf
信达证券  2025-10-30  12.33  10.97  10.26  0.09624558652015214  https://pdf.dfcfw.com/pdf/H3_AP202510301771915529_1.pdf"
2025/11/28,688012,中微公司,88.3,151.8,87.7,38.47%,2.3,38.91%,82.16%,7.82,7.68,10.81,"东海证券  2025-11-21  86.79  55.42  40.87  0.4572448371129645  https://pdf.dfcfw.com/pdf/H3_AP202511211785175486_1.pdf
华源证券  2025-11-12  82.44  60.96  45.4  0.34753813706217773  https://pdf.dfcfw.com/pdf/H3_AP202511121780022223_1.pdf
群益证券  2025-11-04  82.4  56.7  43.5  0.3763185944988241  https://pdf.dfcfw.com/pdf/H3_AP202511041774968910_1.pdf
交银国际证券  2025-11-04  89.2  53.3  43.0  0.44028420967917414  https://pdf.dfcfw.com/pdf/H3_AP202511041774836723_1.pdf
上海证券  2025-11-02  88.15  61.46  47.08  0.36833656122127034  https://pdf.dfcfw.com/pdf/H3_AP202511021773817287_1.pdf
东吴证券  2025-10-31  76.29  54.51  41.65  0.3534004126905048  https://pdf.dfcfw.com/pdf/H3_AP202510311772205438_1.pdf
国金证券  2025-10-30  99.51  66.7  48.46  0.43298504568168394  https://pdf.dfcfw.com/pdf/H3_AP202510301771749151_1.pdf
中邮证券  2025-09-30  86.2  57.56  40.8  0.4535284992180979  https://pdf.dfcfw.com/pdf/H3_AP202509301753243692_1.pdf
华安证券  2025-09-25  73.47  53.29  42.36  0.3169735242046785  https://pdf.dfcfw.com/pdf/H3_AP202509251750282982_1.pdf
交银国际证券  2025-09-23  75.1  51.4  41.1  0.35175833944995727  https://pdf.dfcfw.com/pdf/H3_AP202509231748953751_1.pdf
群益证券  2025-09-18  66.5  45.7  35.1  0.3764399349724252  https://pdf.dfcfw.com/pdf/H3_AP202509181746001632_1.pdf
东吴证券  2025-09-07  51.49  36.81  28.12  0.35317444591637237  https://pdf.dfcfw.com/pdf/H3_AP202509071739697041_1.pdf
上海证券  2025-08-31  66.25  46.14  35.35  0.3689835583478984  https://pdf.dfcfw.com/pdf/H3_AP202508311737285912_1.pdf
开源证券  2025-08-30  60.6  41.8  29.9  0.42364175719975616  https://pdf.dfcfw.com/pdf/H3_AP202508301736908985_1.pdf
东吴证券  2025-08-29  58.06  41.5  31.7  0.35334612768682394  https://pdf.dfcfw.com/pdf/H3_AP202508291736609254_1.pdf
国金证券  2025-08-29  63.73  45.03  33.39  0.38154091000367285  https://pdf.dfcfw.com/pdf/H3_AP202508291736292437_1.pdf"
2025/11/28,600795,国电电力,23.3,19.9,13.5,5.77%,2.3,38.71%,28.36%,1.64,1.39,1.24,"华源证券  2025-10-28  12.54  11.87  11.32  0.052508361767309664  https://pdf.dfcfw.com/pdf/H3_AP202510281770660595_1.pdf
信达证券  2025-10-28  12.35  11.64  10.93  0.0629758500655162  https://pdf.dfcfw.com/pdf/H3_AP202510281770481236_1.pdf"
2025/11/28,601336,新华保险,9.8,15.7,5.3,2.19%,2.4,38.38%,75.10%,2.04,1.31,1.8,"华源证券  2025-11-07  5.46  5.03  4.72  0.07553691755185654  https://pdf.dfcfw.com/pdf/H3_AP202511071776998754_1.pdf
国信证券  2025-11-04  5.4  4.59  4.55  0.08940955880384438  https://pdf.dfcfw.com/pdf/H3_AP202511041774875507_1.pdf
东吴证券  2025-11-01  5.42  5.91  5.69  -0.024014175100776414  https://pdf.dfcfw.com/pdf/H3_AP202511011772815880_1.pdf
国金证券  2025-10-31  5.47  6.14  5.73  -0.02295098288268438  https://pdf.dfcfw.com/pdf/H3_AP202510311772510549_1.pdf
国金证券  2025-10-15  5.1  6.14  5.37  -0.025463869119743077  https://pdf.dfcfw.com/pdf/H3_AP202510151762383338_1.pdf
东吴证券  2025-10-14  5.01  4.82  4.64  0.039106048154058604  https://pdf.dfcfw.com/pdf/H3_AP202510141762009384_1.pdf"
2025/11/28,601601,中国太保,10.1,13.9,6.4,9.49%,0.7,37.97%,61.65%,1.18,1.18,1.6,"华源证券  2025-11-09  6.47  5.29  4.56  0.1911589520810424  https://pdf.dfcfw.com/pdf/H3_AP202511091778101835_1.pdf
民生证券  2025-11-04  7.0  6.0  6.0  0.08012344973464347  https://pdf.dfcfw.com/pdf/H3_AP202511041775133735_1.pdf
国信证券  2025-11-04  6.84  6.69  6.47  0.028196001257321468  https://pdf.dfcfw.com/pdf/H3_AP202511041774883969_1.pdf
东吴证券  2025-11-01  5.49  5.38  5.13  0.03449284124951357  https://pdf.dfcfw.com/pdf/H3_AP202511011772815882_1.pdf
开源证券  2025-10-31  6.92  6.01  5.32  0.14050509849769988  https://pdf.dfcfw.com/pdf/H3_AP202510311772570565_1.pdf"
2025/11/28,600660,福耀玻璃,27.3,22.7,18.9,14.84%,1.3,37.90%,25.78%,4.85,4.21,3.58,"海通国际  2025-11-06  17.99  15.71  13.7  0.1459226353167944  https://pdf.dfcfw.com/pdf/H3_AP202511061776130028_1.pdf
国信证券  2025-10-22  16.6  14.8  12.8  0.1388041973930374  https://pdf.dfcfw.com/pdf/H3_AP202510221767022904_1.pdf
东吴证券  2025-10-20  17.62  15.4  12.99  0.16465789893643978  https://pdf.dfcfw.com/pdf/H3_AP202510201765790120_1.pdf
西南证券  2025-10-19  18.56  16.48  14.18  0.14406545030602214  https://pdf.dfcfw.com/pdf/H3_AP202510191764904864_1.pdf"
2025/11/28,601058,赛轮轮胎,18.8,20.7,14.2,19.34%,0.7,37.34%,44.06%,2.49,2.82,2.24,"山西证券  2025-11-06  12.7  10.7  9.4  0.16235271315863242  https://pdf.dfcfw.com/pdf/H3_AP202511061776155236_1.pdf
中国银河  2025-11-02  12.92  10.14  8.86  0.20757578546953748  https://pdf.dfcfw.com/pdf/H3_AP202511021773886220_1.pdf
开源证券  2025-10-30  12.6  10.2  8.5  0.21751917487014172  https://pdf.dfcfw.com/pdf/H3_AP202510301771744710_1.pdf
东海证券  2025-10-30  12.11  10.38  9.06  0.15613346617571744  https://pdf.dfcfw.com/pdf/H3_AP202510291771465450_1.pdf
民生证券  2025-10-29  12.0  10.0  8.0  0.22474487139158894  https://pdf.dfcfw.com/pdf/H3_AP202510291771476221_1.pdf
信达证券  2025-10-29  12.34  10.02  8.26  0.22227113654657926  https://pdf.dfcfw.com/pdf/H3_AP202510291771106117_1.pdf
国金证券  2025-10-29  12.95  10.8  9.57  0.16326568024773058  https://pdf.dfcfw.com/pdf/H3_AP202510291771070416_1.pdf"
2025/11/28,2049,紫光国微,53.7,66.7,45.1,25.36%,1.8,36.81%,52.47%,4.92,10.5,9.37,"中国银河  2025-10-31  43.43  35.6  27.43  0.25829366722208347  https://pdf.dfcfw.com/pdf/H3_AP202510311772706409_1.pdf
东吴证券  2025-10-30  44.35  38.56  28.43  0.24898833489769512  https://pdf.dfcfw.com/pdf/H3_AP202510301771569792_1.pdf"
2025/11/28,858,五粮液,27.2,27.1,16.1,5.05%,3.2,36.56%,36.28%,3.21,6.43,5.82,"西南证券  2025-11-06  17.3  16.76  15.27  0.06439673337759055  https://pdf.dfcfw.com/pdf/H3_AP202511061776241979_1.pdf
中邮证券  2025-11-04  18.51  18.46  17.55  0.026986297231299305  https://pdf.dfcfw.com/pdf/H3_AP202511041774855161_1.pdf
华安证券  2025-11-03  18.34  18.3  17.11  0.03532013644142884  https://pdf.dfcfw.com/pdf/H3_AP202511031774275960_1.pdf
东吴证券  2025-11-03  18.93  18.67  16.76  0.06276758528576165  https://pdf.dfcfw.com/pdf/H3_AP202511031774249538_1.pdf
民生证券  2025-11-02  18.0  18.0  17.0  0.028991510855053138  https://pdf.dfcfw.com/pdf/H3_AP202511021773974066_1.pdf
国信证券  2025-11-02  17.9  17.8  16.5  0.04156060066060707  https://pdf.dfcfw.com/pdf/H3_AP202511021773707568_1.pdf
万联证券  2025-11-01  16.04  15.01  13.76  0.07967480030729823  https://pdf.dfcfw.com/pdf/H3_AP202511011773015992_1.pdf
太平洋  2025-11-01  17.23  16.89  16.19  0.03161871999618726  https://pdf.dfcfw.com/pdf/H3_AP202511011772998744_1.pdf
国金证券  2025-10-31  18.2  17.3  15.5  0.08360211719389721  https://pdf.dfcfw.com/pdf/H3_AP202510311772376582_1.pdf"
2025/11/28,603369,今世缘,25.8,25.5,16.4,8.85%,1.9,36.46%,35.89%,2.85,5.52,5.05,"太平洋  2025-11-13  17.74  17.11  15.63  0.06536228627808671  https://pdf.dfcfw.com/pdf/H3_AP202511131780698033_1.pdf
国信证券  2025-11-05  17.8  17.4  15.7  0.06478071065522206  https://pdf.dfcfw.com/pdf/H3_AP202511051775675215_1.pdf
华安证券  2025-11-03  17.51  17.05  15.54  0.0614940540434632  https://pdf.dfcfw.com/pdf/H3_AP202511031774267245_1.pdf
华鑫证券  2025-11-02  17.6  16.3  14.4  0.10554159678513342  https://pdf.dfcfw.com/pdf/H3_AP202511021773747456_1.pdf
海通国际  2025-11-02  17.97  16.78  15.51  0.07638624577644615  https://pdf.dfcfw.com/pdf/H3_AP202511011773215012_1.pdf
民生证券  2025-11-01  17.0  16.0  14.0  0.10194633003867937  https://pdf.dfcfw.com/pdf/H3_AP202511011773194512_1.pdf
东吴证券  2025-11-01  16.69  15.51  13.97  0.09302467257624847  https://pdf.dfcfw.com/pdf/H3_AP202511011772797532_1.pdf
国金证券  2025-10-31  17.4  15.7  13.4  0.13952071621650086  https://pdf.dfcfw.com/pdf/H3_AP202510311772376583_1.pdf"
2025/11/28,601995,中金公司,27.9,28.2,17.9,9.09%,2,36.15%,36.83%,1.73,2.59,2.64,国信证券  2025-10-30  24.04  21.79  20.2  0.09091659163337962  https://pdf.dfcfw.com/pdf/H3_AP202510301771859077_1.pdf
2025/11/28,776,广发证券,13.9,14.6,11.6,24.23%,0.5,35.68%,39.19%,1.27,1.15,1.29,开源证券  2025-11-02  12.5  9.6  8.1  0.2422599874998832  https://pdf.dfcfw.com/pdf/H3_AP202511021773654269_1.pdf
2025/11/28,600918,中泰证券,40,40.5,26.5,10.15%,2.6,35.47%,36.35%,1.2,1.57,1.74,太平洋  2025-10-31  32.02  28.81  26.39  0.10151640285207697  https://pdf.dfcfw.com/pdf/H3_AP202510311772420292_1.pdf
2025/11/28,603806,福斯特,38.8,32.4,49.9,53.12%,0.9,35.00%,23.41%,2.32,5.66,4.71,"中银证券  2025-11-04  39.8  21.2  15.8  0.5871317972279906  https://pdf.dfcfw.com/pdf/H3_AP202511041774786806_1.pdf
东吴证券  2025-11-02  40.67  25.67  18.89  0.46730739810354005  https://pdf.dfcfw.com/pdf/H3_AP202511021773856418_1.pdf
民生证券  2025-11-02  41.0  25.0  18.0  0.509230856356236  https://pdf.dfcfw.com/pdf/H3_AP202511021773844978_1.pdf
国金证券  2025-10-30  37.77  22.56  15.5  0.5610170381992592  https://pdf.dfcfw.com/pdf/H3_AP202510301771754680_1.pdf"
2025/11/28,603195,公牛集团,29.8,32.2,19.4,8.62%,2.3,34.60%,39.74%,4.95,8.06,8.87,"西南证券  2025-11-06  19.49  18.29  16.81  0.07676780754361534  https://pdf.dfcfw.com/pdf/H3_AP202511061776171410_1.pdf
华安证券  2025-11-03  20.22  18.13  17.04  0.08932076006558298  https://pdf.dfcfw.com/pdf/H3_AP202511031774240606_1.pdf
中国银河  2025-11-02  19.88  18.27  17.05  0.07980665153169064  https://pdf.dfcfw.com/pdf/H3_AP202511021773788884_1.pdf
国金证券  2025-11-02  20.08  18.83  17.65  0.06661945126852187  https://pdf.dfcfw.com/pdf/H3_AP202511021773633128_1.pdf
信达证券  2025-10-31  19.62  17.68  15.68  0.11860426881184472  https://pdf.dfcfw.com/pdf/H3_AP202510311772386299_1.pdf"
2025/11/28,600690,海尔智家,17.7,16.2,12.3,12.24%,1,34.44%,28.72%,2.16,2.79,2.8,"西南证券  2025-11-07  11.4  9.85  8.7  0.14470294294467823  https://pdf.dfcfw.com/pdf/H3_AP202511071776953394_1.pdf
国信证券  2025-11-04  11.8  10.6  9.6  0.1086778913041726  https://pdf.dfcfw.com/pdf/H3_AP202511041774868809_1.pdf
海通国际  2025-11-03  11.87  10.56  9.42  0.12253504430374962  https://pdf.dfcfw.com/pdf/H3_AP202511031774468266_1.pdf
太平洋  2025-11-01  11.81  10.55  9.39  0.12148160027960686  https://pdf.dfcfw.com/pdf/H3_AP202511011773015973_1.pdf
中国银河  2025-10-31  11.16  9.84  8.81  0.12549648522418155  https://pdf.dfcfw.com/pdf/H3_AP202510311772706407_1.pdf
国金证券  2025-10-31  11.45  10.31  9.27  0.11138076555291909  https://pdf.dfcfw.com/pdf/H3_AP202510311772394150_1.pdf"
2025/11/28,600989,宝丰能源,18.3,18.4,12.3,10.04%,1.2,34.36%,34.83%,2.87,3.28,3.33,"西南证券  2025-11-10  11.85  10.34  9.06  0.14365511403899633  https://pdf.dfcfw.com/pdf/H3_AP202511101778777419_1.pdf
太平洋  2025-11-04  11.19  9.88  9.3  0.0969164993068583  https://pdf.dfcfw.com/pdf/H3_AP202511041774810149_1.pdf
山西证券  2025-10-31  11.2  10.4  9.5  0.08579342806127377  https://pdf.dfcfw.com/pdf/H3_AP202510311772525997_1.pdf
中国银河  2025-10-28  10.87  9.67  8.84  0.1088904405078861  https://pdf.dfcfw.com/pdf/H3_AP202510281770561655_1.pdf
华安证券  2025-10-27  10.81  9.36  7.97  0.16461850448061766  https://pdf.dfcfw.com/pdf/H3_AP202510271769832064_1.pdf
国信证券  2025-10-24  10.4  10.2  9.6  0.04083299973306653  https://pdf.dfcfw.com/pdf/H3_AP202510241767980982_1.pdf
国金证券  2025-10-24  10.11  8.6  7.73  0.1436307675429569  https://pdf.dfcfw.com/pdf/H3_AP202510241767945804_1.pdf
山西证券  2025-10-11  10.9  10.1  9.3  0.08260935279198844  https://pdf.dfcfw.com/pdf/H3_AP202510111760128829_1.pdf
中银证券  2025-09-22  10.3  9.1  8.1  0.12765461834358005  https://pdf.dfcfw.com/pdf/H3_AP202509221748314974_1.pdf
开源证券  2025-08-28  9.6  9.0  8.9  0.03858157377899718  https://pdf.dfcfw.com/pdf/H3_AP202508281735720081_1.pdf
山西证券  2025-08-27  10.4  9.6  8.8  0.08711461300921797  https://pdf.dfcfw.com/pdf/H3_AP202508271735426670_1.pdf
华鑫证券  2025-08-25  9.8  9.3  8.8  0.05528970602217265  https://pdf.dfcfw.com/pdf/H3_AP202508251734176666_1.pdf
太平洋  2025-08-24  10.35  8.59  8.08  0.1317864613342068  https://pdf.dfcfw.com/pdf/H3_AP202508241733673244_1.pdf
中国银河  2025-08-24  9.81  9.68  8.83  0.054032863559383415  https://pdf.dfcfw.com/pdf/H3_AP202508241733377481_1.pdf
国金证券  2025-08-23  10.45  8.75  8.19  0.12957791937797536  https://pdf.dfcfw.com/pdf/H3_AP202508231733004265_1.pdf
华安证券  2025-08-22  8.95  7.33  6.52  0.17162254438153735  https://pdf.dfcfw.com/pdf/H3_AP202508221732190265_1.pdf
国信证券  2025-08-22  9.8  9.6  9.0  0.043498389499901924  https://pdf.dfcfw.com/pdf/H3_AP202508221732165299_1.pdf"
2025/11/28,601689,拓普集团,46.6,40.7,40.1,24.15%,1.7,33.95%,25.11%,4.7,5.31,4.53,"华安证券  2025-11-18  37.57  31.38  25.56  0.2123839343961329  https://pdf.dfcfw.com/pdf/H3_AP202511181783538078_1.pdf
国信证券  2025-11-11  40.5  34.9  27.6  0.2113592796308723  https://pdf.dfcfw.com/pdf/H3_AP202511111779285600_1.pdf
华金证券  2025-11-04  43.9  34.7  28.2  0.24769290638862018  https://pdf.dfcfw.com/pdf/H3_AP202511041774981335_1.pdf
东吴证券  2025-11-03  45.75  34.8  27.67  0.2858519553877721  https://pdf.dfcfw.com/pdf/H3_AP202511031774431401_1.pdf
太平洋  2025-11-02  45.44  34.89  28.32  0.26669640167298936  https://pdf.dfcfw.com/pdf/H3_AP202511021773734677_1.pdf
民生证券  2025-10-31  42.0  34.0  27.0  0.24721912892464704  https://pdf.dfcfw.com/pdf/H3_AP202510311772587578_1.pdf
国金证券  2025-10-31  43.55  35.64  29.64  0.21214613212023026  https://pdf.dfcfw.com/pdf/H3_AP202510311772420352_1.pdf
华金证券  2025-10-26  39.3  31.2  25.2  0.24880895637555778  https://pdf.dfcfw.com/pdf/H3_AP202510261769413283_1.pdf"
2025/11/28,600415,小商品城,23.5,27.9,21.5,27.75%,0.8,33.70%,45.55%,4.07,2.64,2.75,"东吴证券  2025-11-12  18.27  14.55  12.31  0.21826073569914528  https://pdf.dfcfw.com/pdf/H3_AP202511121780000311_1.pdf
国信证券  2025-11-09  20.6  13.7  11.5  0.3383961849266035  https://pdf.dfcfw.com/pdf/H3_AP202511091778120406_1.pdf
华龙证券  2025-10-20  26.7  20.9  16.3  0.2798581209712079  https://pdf.dfcfw.com/pdf/H3_AP202510201765641027_1.pdf
东吴证券  2025-10-15  21.3  16.96  14.35  0.21832695016210213  https://pdf.dfcfw.com/pdf/H3_AP202510151762735568_1.pdf
国信证券  2025-10-15  22.2  14.9  12.5  0.33266649991661446  https://pdf.dfcfw.com/pdf/H3_AP202510151762449550_1.pdf"
2025/11/28,300124,汇川技术,45.8,45.3,36.9,19.68%,1.9,33.32%,32.56%,5.56,9.38,8.69,"中银证券  2025-11-05  35.1  29.6  25.6  0.17093712469969957  https://pdf.dfcfw.com/pdf/H3_AP202511051775563649_1.pdf
东莞证券  2025-11-03  38.0  30.0  26.0  0.20894104965397764  https://pdf.dfcfw.com/pdf/H3_AP202511031774410830_1.pdf
民生证券  2025-10-28  38.0  31.0  26.0  0.20894104965397764  https://pdf.dfcfw.com/pdf/H3_AP202510281770837012_1.pdf
国信证券  2025-10-28  38.5  32.8  27.4  0.18537314338190347  https://pdf.dfcfw.com/pdf/H3_AP202510281770481238_1.pdf
群益证券  2025-10-24  40.03  33.15  29.0  0.17488077164715188  https://pdf.dfcfw.com/pdf/H3_AP202510241768168690_1.pdf
东吴证券  2025-10-24  38.49  31.55  25.94  0.21811690305744613  https://pdf.dfcfw.com/pdf/H3_AP202510241767996504_1.pdf
国金证券  2025-10-24  39.14  32.1  26.73  0.2100712182186808  https://pdf.dfcfw.com/pdf/H3_AP202510241768025723_1.pdf"
2025/11/28,601878,浙商证券,24.7,31,19.6,18.54%,1.1,33.03%,49.14%,1.37,1.8,2.27,东吴证券  2025-08-22  23.83  18.46  16.96  0.18535680481320949  https://pdf.dfcfw.com/pdf/H3_AP202508221732452606_1.pdf
2025/11/28,300408,三环集团,37.2,36,33.1,24.94%,1.3,32.44%,30.31%,4.02,4.36,5.22,"华安证券  2025-11-12  33.98  25.75  19.76  0.3113487818007703  https://pdf.dfcfw.com/pdf/H3_AP202511121779928072_1.pdf
国信证券  2025-11-05  34.9  28.4  23.8  0.210944488662403  https://pdf.dfcfw.com/pdf/H3_AP202511051775482910_1.pdf
国金证券  2025-11-02  38.05  29.28  23.66  0.2681480563462917  https://pdf.dfcfw.com/pdf/H3_AP202511021773832453_1.pdf
开源证券  2025-11-01  33.8  28.4  23.2  0.2070196981508372  https://pdf.dfcfw.com/pdf/H3_AP202511011773238552_1.pdf"
2025/11/28,600196,复星医药,27.4,27,22.1,18.78%,1.2,32.41%,31.27%,1.51,2.32,2.67,中国银河  2025-10-29  23.59  20.22  16.72  0.1878068729655149  https://pdf.dfcfw.com/pdf/H3_AP202510291771148107_1.pdf
2025/11/28,300059,东方财富,37.6,55.1,29.2,16.61%,1.8,32.39%,60.16%,4.16,5.27,6.01,"开源证券  2025-10-26  31.9  26.2  22.7  0.1854477397221419  https://pdf.dfcfw.com/pdf/H3_AP202510261769332200_1.pdf
国信证券  2025-10-26  33.58  29.4  26.46  0.12653691104311116  https://pdf.dfcfw.com/pdf/H3_AP202510261769278152_1.pdf
东吴证券  2025-10-25  32.32  27.12  22.96  0.18645080185673146  https://pdf.dfcfw.com/pdf/H3_AP202510251768729037_1.pdf"
2025/11/28,2179,中航光电,36.2,36.7,27.9,15.99%,1.7,32.08%,33.05%,3.03,5.59,5.82,"太平洋  2025-11-09  23.04  20.05  17.76  0.13898959490299867  https://pdf.dfcfw.com/pdf/H3_AP202511091777932138_1.pdf
东吴证券  2025-11-04  23.54  19.2  17.94  0.14549186662299896  https://pdf.dfcfw.com/pdf/H3_AP202511041775037568_1.pdf
民生证券  2025-10-30  30.0  23.0  21.0  0.19522860933439357  https://pdf.dfcfw.com/pdf/H3_AP202510301771986092_1.pdf"
2025/11/28,2736,国信证券,13.6,17.1,10.6,16.68%,0.6,31.82%,48.04%,1.37,1.28,1.81,"太平洋  2025-11-05  11.78  10.16  9.1  0.1377633736878221  https://pdf.dfcfw.com/pdf/H3_AP202511051775677751_1.pdf
开源证券  2025-11-02  12.3  10.0  8.6  0.19592330780010103  https://pdf.dfcfw.com/pdf/H3_AP202511021773654268_1.pdf"
2025/11/28,600926,杭州银行,7.4,8.4,5.9,18.12%,0.3,31.39%,40.55%,0.85,1.01,1.05,国信证券  2025-11-02  6.0  5.0  4.3  0.1812488464372366  https://pdf.dfcfw.com/pdf/H3_AP202511021773691554_1.pdf
